CryoSleep,Age,VIP,Transported,Side,Group,Spendings,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,GroupSize,GroupMember
0,31.0,0,1,1,912,8280.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,38.0,0,0,0,913,6113.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,20.0,0,0,1,915,704.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,24.0,0,0,1,918,1602.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,26.0,0,0,0,919,1370.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,44.0,0,0,1,921,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,33.0,0,1,0,922,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1
0,31.0,0,0,0,922,2490.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2
0,25.99624387961193,0,1,1,923,10235.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
1,22.0,0,1,1,923,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
0,33.0,0,0,1,924,997.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,34.0,0,0,0,925,2005.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1
1,11.0,0,1,0,925,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2
1,41.0,0,1,0,925,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
0,30.0,0,1,1,926,8524.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1
0,30.0,0,0,1,926,3836.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
0,25.0,0,0,1,927,1051.7111242998155,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,31.0,0,1,0,928,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,38.0,0,0,0,930,1041.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1
1,15.0,0,1,0,930,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2
0,19.0,0,1,0,931,1629.8468963535938,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,29.0,0,1,1,932,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,30.0,0,1,0,933,14180.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1
0,29.0,0,0,0,933,4064.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2
0,36.0,0,0,0,935,901.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,24.0,0,0,1,938,804.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1
0,30.0,0,1,1,938,871.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2
0,0.0,0,1,1,938,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3
1,15.0,0,1,0,939,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,38.0,0,1,0,940,809.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,13.0,0,0,0,941,1182.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,18.0,0,0,0,942,1149.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,16.0,0,0,0,944,1722.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,8.0,0,0,0,944,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2
0,19.0,0,1,0,946,607.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,26.0,0,0,0,947,675.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1,15.0,0,1,0,949,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1,38.0,0,1,1,951,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,45.0,0,0,1,952,2260.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,48.0,0,0,0,953,1984.7904713791665,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,17.0,0,0,1,955,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,28.0,0,1,1,956,636.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,41.0,0,1,0,957,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,19.0,0,0,1,960,1623.6000000000001,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,14.0,0,1,0,961,893.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1,21.0,0,1,0,964,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
1,48.0,0,1,0,964,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
0,19.0,0,0,1,965,1769.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,29.0,0,0,1,966,1544.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,20.0,0,0,0,968,792.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,44.0,0,1,0,969,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,19.0,0,1,0,970,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,64.0,0,0,0,971,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,21.0,0,0,0,972,1669.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,32.0,0,1,0,975,826.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,20.0,0,0,1,976,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,24.0,0,0,0,978,1742.428187930394,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,44.0,0,1,1,979,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,57.0,0,1,0,982,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1
0,51.0,0,0,0,982,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2
1,34.0,0,1,1,983,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,45.0,0,0,1,984,887.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,1
0,24.0,0,0,1,984,718.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,2
0,23.0,0,0,1,984,809.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,3
1,30.0,0,1,1,984,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,4
0,20.0,0,0,1,984,1235.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8,5
1,22.0,0,1,1,984,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,6
1,35.2,0,0,1,984,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,7
1,71.0,0,1,1,984,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,8
0,18.0,0,1,0,985,1054.7550093515972,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,16.0,0,0,0,987,666.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,28.0,0,0,1,988,909.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,36.0,0,1,1,988,989.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2
0,6.0,0,0,0,989,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,26.0,0,0,1,990,687.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,27.0,0,0,1,991,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,49.0,0,1,1,992,3077.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,1
0,29.0,0,0,1,992,12597.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,2
0,46.0,0,1,1,992,2966.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,3
0,35.0,1,0,1,992,9766.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,4
1,17.0,0,1,1,992,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,5
0,37.0,0,0,1,992,6931.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,6
0,24.0,0,0,1,993,701.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,47.0,0,0,1,994,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,26.0,0,0,1,994,866.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2
1,46.0,0,1,0,995,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,27.0,0,0,1,997,1157.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,56.0,0,1,0,998,7735.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,18.0,0,0,0,1000,917.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,15.0,0,0,1,1001,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,3.0,0,1,1,1002,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1
0,42.0,0,0,1,1002,1768.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2
1,1.0,0,1,1,1002,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
1,56.0,0,1,1,1004,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
0,20.0,0,0,1,1005,786.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,21.0,0,0,1,1006,791.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1
1,5.0,0,1,1,1006,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2
0,12.0,0,1,1,1006,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3
1,39.0,0,1,1,1008,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
1,60.0,0,1,1,1008,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2
0,31.0,0,0,1,1011,1692.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
1,58.0,0,0,0,1011,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2
1,19.0,0,1,0,1012,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,29.0,0,0,1,1013,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,19.0,0,1,0,1014,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,44.0,0,0,1,1015,952.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,20.0,0,0,1,1017,1262.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,18.0,0,1,0,1018,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,36.0,0,1,1,1019,1412.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,25.0,0,1,0,1020,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,15.0,0,0,1,1022,1008.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,18.0,0,0,0,1024,1476.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1
1,0.0,0,1,0,1024,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2
0,54.0,0,0,0,1024,808.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3
0,0.0,0,0,0,1024,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4
0,20.0,0,0,0,1025,1067.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,21.0,0,0,1,1026,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,8.0,0,1,0,1027,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1
0,46.0,0,0,0,1027,1573.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2
0,31.0,0,0,0,1027,675.5538125601773,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,3
0,3.0,0,1,0,1027,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,4
1,30.0,0,1,0,1029,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,23.0,0,0,0,1030,1088.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,14.0,0,0,1,1031,947.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,25.0,0,0,0,1032,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,61.0,0,1,0,1033,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,31.0,0,0,0,1034,888.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,13.0,0,1,0,1035,2016.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
1,24.0,0,1,1,1036,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,47.0,0,0,1,1038,889.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,15.0,0,1,1,1040,750.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,46.0,0,1,1,1041,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,49.0,0,0,0,1043,2486.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,37.0,0,0,0,1045,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1
0,44.0,0,0,0,1045,14067.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2
0,16.0,0,0,1,1046,507.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,58.0,0,1,0,1047,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,20.0,0,1,0,1048,1152.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,36.0,0,1,0,1049,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1
1,31.0,0,1,0,1049,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2
0,21.0,0,0,1,1051,1732.971882503528,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,22.0,0,0,1,1052,21.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,27.0,0,0,1,1053,558.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,58.0,0,1,1,1054,924.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,38.0,0,1,0,1056,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1
1,30.0,0,1,0,1056,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2
1,20.0,0,1,0,1057,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,19.0,0,0,1,1058,757.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,57.0,0,0,1,1060,1260.8460176701988,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,26.0,0,0,0,1062,970.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,38.0,0,1,0,1063,4931.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
1,15.0,0,1,0,1063,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
1,35.2,0,1,1,1065,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,35.0,0,1,0,1066,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,38.0,0,0,1,1068,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,35.0,0,0,0,1071,1817.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
1,14.0,0,1,1,1075,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
1,27.0,0,1,1,1075,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
1,25.0,0,0,0,1076,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,37.0,0,0,0,1077,851.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,25.0,0,0,0,1078,788.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,41.0,0,0,0,1079,886.8456282471903,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,50.0,0,0,1,1080,1846.7950171186421,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,33.0,0,0,1,1082,1318.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,27.0,0,1,1,1083,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1
1,23.0,0,1,1,1083,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2
0,18.0,0,1,1,1083,1414.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
0,31.0,0,0,1,1084,860.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,54.0,0,0,0,1085,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,0.0,0,1,0,1086,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1
0,11.0,0,0,0,1086,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2
1,4.0,0,0,0,1086,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,3
0,19.0,0,1,0,1086,641.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,4
0,7.0,0,1,0,1086,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5
1,20.0,0,0,1,1088,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,33.0,0,1,0,1089,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1
0,26.0,0,0,0,1089,2037.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2
1,35.0,0,1,0,1091,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,23.0,0,1,0,1093,2131.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0,60.0,0,0,0,1094,804.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,34.0,0,1,1,1095,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,35.936536474647866,0,0,1,1096,721.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,42.0,0,1,1,1097,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
0,22.0,0,0,0,1099,720.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,18.0,0,0,0,1100,1388.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1
0,5.0,0,1,0,1100,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2
0,18.0,0,0,0,1100,2603.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,3
0,29.0,0,0,0,1100,1028.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,4
0,39.0,0,0,0,1102,1615.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0,17.0,0,0,1,1105,876.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,58.0,0,0,1,1108,1157.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1
1,5.0,0,1,1,1108,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2
0,23.0,0,0,1,1110,7595.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1
0,26.0,0,1,1,1110,6903.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2
0,40.0,0,1,0,1112,10358.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,20.0,0,1,1,1113,719.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,38.0,1,0,1,1114,1299.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1
0,31.0,0,0,1,1114,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2
1,34.0,0,1,1,1115,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,9.0,0,1,1,1116,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1
0,36.0,0,1,1,1116,3109.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2
1,26.0,0,1,1,1116,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3
0,18.0,0,0,0,1117,906.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,55.0,0,1,0,1121,887.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,28.0,0,0,0,1123,9547.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,18.0,0,1,1,1127,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,28.0,0,0,1,1129,792.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,23.0,0,0,1,1130,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1
0,20.0,0,1,1,1130,4167.229588221968,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2
1,22.0,0,0,1,1132,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,27.0,0,1,0,1133,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
1,13.0,0,1,1,1134,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,32.0,0,1,1,1136,1822.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,53.0,0,1,1,1140,2534.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1
1,34.0,0,1,1,1140,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2
1,42.0,0,1,1,1140,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,3
1,19.0,0,1,1,1141,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,54.0,0,1,0,1142,908.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,12.0,0,1,1,1144,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1
0,35.0,0,0,1,1144,1396.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2
0,55.0,0,0,1,1144,641.7298319955486,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3
0,26.0,0,0,0,1146,2111.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,49.0,0,1,0,1147,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,22.0,0,1,0,1148,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,1
0,38.48409806373479,0,0,0,1148,10841.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,2
0,30.0,0,0,0,1148,7166.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,3
0,39.0,0,1,1,1148,5393.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,4
1,14.0,0,1,0,1148,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,5
1,29.0,0,1,0,1148,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,6
0,34.0,0,0,0,1148,5022.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,7
0,8.0,0,1,1,1149,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1
0,7.0,0,0,1,1149,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2
1,3.0,0,0,1,1149,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,3
0,0.0,0,0,1,1149,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,4
0,10.0,0,0,1,1149,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5
1,16.0,0,0,1,1150,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,41.0,0,0,1,1152,1128.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,18.0,0,1,0,1153,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,25.0,0,1,0,1154,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1
1,32.0,0,1,0,1154,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2
1,26.0,0,1,0,1154,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,3
0,26.0,0,0,0,1155,946.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1
1,18.0,0,1,0,1155,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2
0,27.0,0,0,1,1156,6128.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
1,26.0,0,1,1,1156,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
0,28.0,0,1,1,1161,11906.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1
0,19.0,0,0,1,1161,18117.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2
0,31.0,0,1,1,1162,2644.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,35.0,0,1,0,1163,1340.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,46.0,0,0,0,1165,9820.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1
0,37.0,0,0,0,1165,1241.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,2
1,29.0,0,1,0,1165,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,3
1,17.0,0,1,0,1165,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,4
0,30.0,0,0,0,1166,6411.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1,28.0,0,1,0,1167,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,16.0,0,0,0,1168,791.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,40.0,0,0,1,1169,2366.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,23.0,0,0,1,1170,791.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,24.0,0,1,1,1173,700.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,36.0,0,1,0,1174,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,34.0,0,1,1,1175,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,59.0,0,1,0,1177,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,20.0,0,0,1,1178,600.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,15.0,0,1,1,1179,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,19.0,0,0,1,1180,961.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,64.0,0,1,0,1182,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1
0,24.0,0,1,0,1182,3007.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2
0,23.0,0,1,0,1182,1416.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
0,30.0,0,0,0,1185,679.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
0,0.0,0,1,1,1186,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1
